/home/migly-home/git/roborescue-v1.2/boot/logs
Waiting for '/home/migly-home/git/roborescue-v1.2/boot/logs/kernel.log' to exist...
Still waiting for '/home/migly-home/git/roborescue-v1.2/boot/logs/kernel.log' to exist...
Still waiting for 'Kernel has shut down'...
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1020681877, Time = 48, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1034 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1020681877, Time = 48, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1058 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1302239841, Time = 48, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1064 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1302239841, Time = 48, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1084 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1810998260, Time = 48, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1102 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1810998260, Time = 48, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1126 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 136726399, Time = 48, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1146 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 120146044, Time = 48, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1164 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 987197250, Time = 48, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1194 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 987197250, Time = 48, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1214 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 48, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1234 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 48, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1302 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1299441922, Time = 48, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1322 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2070051406, Time = 48, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1348 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 171599855, Time = 48, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1368 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1719600142, Time = 48, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1374 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1719600142, Time = 48, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1394 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 48, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1412 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 48, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1436 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 48, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1442 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 48, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1462 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 27996508, Time = 48, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1480 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 27996508, Time = 48, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1504 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 470062811, Time = 48, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1524 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 48, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1542 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 48, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1566 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 888508209, Time = 48, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1586 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 259773135, Time = 49, Channel = 0, Message = 4 bytes of raw data: Agent 259773135 has uttered too many voice messages on Voice channel 0 (range = 30000, max 1 messages of size 256)
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1650091379, Time = 49, Channel = 0, Message = 4 bytes of raw data: Agent 1650091379 has uttered too many voice messages on Voice channel 0 (range = 30000, max 1 messages of size 256)
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1020681877, Time = 49, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1030 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1020681877, Time = 49, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1054 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1302239841, Time = 49, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1060 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1302239841, Time = 49, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1080 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1810998260, Time = 49, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1098 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1810998260, Time = 49, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1122 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 136726399, Time = 49, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1142 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 120146044, Time = 49, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1160 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 120146044, Time = 49, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1184 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 987197250, Time = 49, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1190 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 987197250, Time = 49, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1210 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 49, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1216 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 49, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1236 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 346019380, Time = 49, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1242 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 346019380, Time = 49, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1262 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 49, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1280 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 49, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1304 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1299441922, Time = 49, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1324 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2070051406, Time = 49, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1330 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2070051406, Time = 49, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1350 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 171599855, Time = 49, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1370 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1719600142, Time = 49, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1396 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 49, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1414 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 49, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1438 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 49, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1444 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 49, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1464 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 27996508, Time = 49, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1482 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 470062811, Time = 49, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1526 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 49, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1544 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 49, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1568 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 888508209, Time = 49, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1588 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 523847528, Time = 49, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1612 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1302239841, Time = 50, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1030 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1810998260, Time = 50, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1048 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1810998260, Time = 50, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1072 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 136726399, Time = 50, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1092 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 120146044, Time = 50, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1110 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 120146044, Time = 50, Channel = 1, Message = 10 bytes of raw data: Discarding message on channel 1: already used 1120 of 1024 bytes, new message is 10 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 987197250, Time = 50, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1150 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 987197250, Time = 50, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1170 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 50, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1176 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 50, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1196 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 346019380, Time = 50, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1202 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 346019380, Time = 50, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1222 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 50, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1240 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 50, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1264 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1299441922, Time = 50, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1284 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2070051406, Time = 50, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1290 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2070051406, Time = 50, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1310 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1719600142, Time = 50, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1336 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1719600142, Time = 50, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1356 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 50, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1374 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 50, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1398 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 50, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1404 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 50, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1424 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 27996508, Time = 50, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1442 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 27996508, Time = 50, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1466 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 470062811, Time = 50, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1486 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 50, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1504 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 50, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1528 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 888508209, Time = 50, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1548 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 523847528, Time = 50, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1572 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1020681877, Time = 51, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1044 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1302239841, Time = 51, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1064 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1810998260, Time = 51, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1106 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 136726399, Time = 51, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1126 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 120146044, Time = 51, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1144 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 120146044, Time = 51, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1168 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 987197250, Time = 51, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1174 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 987197250, Time = 51, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1194 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 51, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1200 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 51, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1220 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 346019380, Time = 51, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1226 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 346019380, Time = 51, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1246 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 51, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1264 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 51, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1288 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2070051406, Time = 51, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1314 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2070051406, Time = 51, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1334 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 171599855, Time = 51, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1354 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 51, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1392 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 51, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1416 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 51, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1422 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 51, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1442 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 27996508, Time = 51, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1460 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 27996508, Time = 51, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1484 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 470062811, Time = 51, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1504 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 51, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1522 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 51, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1546 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 888508209, Time = 51, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1566 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 523847528, Time = 51, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1584 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 523847528, Time = 51, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1608 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1020681877, Time = 52, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1036 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1302239841, Time = 52, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1062 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1810998260, Time = 52, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1080 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1810998260, Time = 52, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1104 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 136726399, Time = 52, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1124 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 120146044, Time = 52, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1142 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 120146044, Time = 52, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1166 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 987197250, Time = 52, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1172 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 52, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1198 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 52, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1218 of 1024 bytes, new message is 20 bytes.
